59.6903;-0.00720371
59.7903;-0.00888753
59.8903;-0.00881344
59.9903;-0.00801317
60.0903;-0.00678913
60.1903;-0.00526203
60.2903;-0.0035262
60.3903;-0.00164874
60.4903;0.00031229
60.5903;0.00225576
60.6903;0.00409059
60.7903;0.00578116
60.8903;0.00725898
60.9903;0.00841849
61.0903;0.00923786
61.1903;0.00972618
61.2903;0.00981652
61.3903;0.00948486
61.4903;0.00880042
61.5903;0.00778608
61.6903;0.00643186
61.7903;0.00481623
61.8903;0.00303851
61.9903;0.00113368
62.0903;-0.00083523
62.1903;-0.00275663
62.2903;-0.00455926
62.3903;-0.00618991
62.4903;-0.00757328
62.5903;-0.00864835
62.6903;-0.00937752
62.7903;-0.00972866
62.8903;-0.00967392
62.9903;-0.00916945
63.0903;-0.00806756
63.1903;-0.00577458
