x;u(x);du(x);ddu(x);p(x);q(x);f(x);fc(x)
60.793;0.658389;-0.814153;-0.466792;1.16243;1.88862;1.32448;229.318;
60.7931;0.658471;-0.814106;-0.467032;1.16243;1.8888;1.32572;229.391;
60.7932;0.658552;-0.814059;-0.467272;1.16244;1.88899;1.32696;229.464;
60.7933;0.658634;-0.814013;-0.467512;1.16245;1.88917;1.3282;229.537;
60.7934;0.658715;-0.813966;-0.467752;1.16246;1.88936;1.32944;229.61;
60.7935;0.658796;-0.813919;-0.467992;1.16247;1.88955;1.33068;229.683;
60.7936;0.658878;-0.813872;-0.468232;1.16248;1.88973;1.33192;229.756;
60.7937;0.658959;-0.813825;-0.468471;1.16249;1.88992;1.33316;229.829;
60.7938;0.659041;-0.813779;-0.468711;1.1625;1.8901;1.3344;229.902;
60.7939;0.659122;-0.813732;-0.468951;1.16251;1.89029;1.33564;229.975;
60.794;0.659203;-0.813685;-0.469191;1.16252;1.89047;1.33688;230.048;
60.7941;0.659285;-0.813638;-0.469431;1.16253;1.89066;1.33813;230.121;
60.7942;0.659366;-0.813591;-0.469671;1.16254;1.89085;1.33937;230.194;
60.7943;0.659447;-0.813544;-0.46991;1.16255;1.89103;1.34061;230.267;
60.7944;0.659529;-0.813497;-0.47015;1.16256;1.89122;1.34185;230.341;
60.7945;0.65961;-0.81345;-0.47039;1.16257;1.89141;1.34309;230.414;
60.7946;0.659691;-0.813403;-0.47063;1.16259;1.89159;1.34433;230.487;
60.7947;0.659773;-0.813356;-0.470869;1.1626;1.89178;1.34557;230.56;
60.7948;0.659854;-0.813309;-0.471109;1.16261;1.89196;1.34682;230.633;
60.7949;0.659935;-0.813261;-0.471349;1.16262;1.89215;1.34806;230.706;
60.795;0.660017;-0.813214;-0.471588;1.16263;1.89234;1.3493;230.779;
60.7951;0.660098;-0.813167;-0.471828;1.16264;1.89253;1.35054;230.852;
60.7952;0.660179;-0.81312;-0.472068;1.16265;1.89271;1.35178;230.925;
60.7953;0.660261;-0.813073;-0.472307;1.16266;1.8929;1.35303;230.998;
60.7954;0.660342;-0.813025;-0.472547;1.16267;1.89309;1.35427;231.071;
60.7955;0.660423;-0.812978;-0.472787;1.16268;1.89327;1.35551;231.144;
60.7956;0.660505;-0.812931;-0.473026;1.1627;1.89346;1.35675;231.217;
60.7957;0.660586;-0.812884;-0.473266;1.16271;1.89365;1.358;231.29;
60.7958;0.660667;-0.812836;-0.473505;1.16272;1.89384;1.35924;231.363;
60.7959;0.660749;-0.812789;-0.473745;1.16273;1.89402;1.36048;231.436;
60.796;0.66083;-0.812741;-0.473984;1.16274;1.89421;1.36172;231.508;
60.7961;0.660911;-0.812694;-0.474224;1.16275;1.8944;1.36297;231.581;
60.7962;0.660992;-0.812647;-0.474463;1.16277;1.89459;1.36421;231.654;
60.7963;0.661074;-0.812599;-0.474703;1.16278;1.89478;1.36545;231.727;
60.7964;0.661155;-0.812552;-0.474942;1.16279;1.89496;1.3667;231.8;
60.7965;0.661236;-0.812504;-0.475182;1.1628;1.89515;1.36794;231.873;
60.7966;0.661317;-0.812457;-0.475421;1.16281;1.89534;1.36918;231.946;
60.7967;0.661399;-0.812409;-0.475661;1.16283;1.89553;1.37043;232.019;
60.7968;0.66148;-0.812362;-0.4759;1.16284;1.89572;1.37167;232.092;
60.7969;0.661561;-0.812314;-0.47614;1.16285;1.89591;1.37291;232.165;
60.797;0.661642;-0.812266;-0.476379;1.16286;1.89609;1.37416;232.238;
60.7971;0.661724;-0.812219;-0.476619;1.16288;1.89628;1.3754;232.311;
60.7972;0.661805;-0.812171;-0.476858;1.16289;1.89647;1.37664;232.384;
60.7973;0.661886;-0.812123;-0.477097;1.1629;1.89666;1.37789;232.457;
60.7974;0.661967;-0.812076;-0.477337;1.16291;1.89685;1.37913;232.53;
60.7975;0.662048;-0.812028;-0.477576;1.16293;1.89704;1.38038;232.602;
60.7976;0.66213;-0.81198;-0.477815;1.16294;1.89723;1.38162;232.675;
60.7977;0.662211;-0.811932;-0.478055;1.16295;1.89742;1.38287;232.748;
60.7978;0.662292;-0.811884;-0.478294;1.16297;1.89761;1.38411;232.821;
60.7979;0.662373;-0.811837;-0.478533;1.16298;1.8978;1.38535;232.894;
60.798;0.662454;-0.811789;-0.478772;1.16299;1.89799;1.3866;232.967;
60.7981;0.662536;-0.811741;-0.479012;1.16301;1.89818;1.38784;233.04;
60.7982;0.662617;-0.811693;-0.479251;1.16302;1.89837;1.38909;233.113;
60.7983;0.662698;-0.811645;-0.47949;1.16303;1.89856;1.39033;233.186;
60.7984;0.662779;-0.811597;-0.479729;1.16305;1.89875;1.39158;233.258;
60.7985;0.66286;-0.811549;-0.479969;1.16306;1.89894;1.39282;233.331;
60.7986;0.662941;-0.811501;-0.480208;1.16307;1.89913;1.39407;233.404;
60.7987;0.663023;-0.811453;-0.480447;1.16309;1.89932;1.39531;233.477;
60.7988;0.663104;-0.811405;-0.480686;1.1631;1.89951;1.39656;233.55;
60.7989;0.663185;-0.811357;-0.480925;1.16312;1.8997;1.3978;233.623;
60.799;0.663266;-0.811309;-0.481164;1.16313;1.89989;1.39905;233.695;
60.7991;0.663347;-0.811261;-0.481403;1.16314;1.90008;1.40029;233.768;
60.7992;0.663428;-0.811212;-0.481642;1.16316;1.90027;1.40154;233.841;
60.7993;0.663509;-0.811164;-0.481882;1.16317;1.90046;1.40278;233.914;
60.7994;0.663591;-0.811116;-0.482121;1.16319;1.90065;1.40403;233.987;
60.7995;0.663672;-0.811068;-0.48236;1.1632;1.90084;1.40528;234.06;
60.7996;0.663753;-0.81102;-0.482599;1.16322;1.90103;1.40652;234.132;
60.7997;0.663834;-0.810971;-0.482838;1.16323;1.90122;1.40777;234.205;
60.7998;0.663915;-0.810923;-0.483077;1.16325;1.90142;1.40901;234.278;
60.7999;0.663996;-0.810875;-0.483316;1.16326;1.90161;1.41026;234.351;
60.8;0.664077;-0.810826;-0.483555;1.16328;1.9018;1.4115;234.424;
60.8001;0.664158;-0.810778;-0.483794;1.16329;1.90199;1.41275;234.496;
60.8002;0.664239;-0.81073;-0.484033;1.16331;1.90218;1.414;234.569;
60.8003;0.66432;-0.810681;-0.484272;1.16332;1.90237;1.41524;234.642;
60.8004;0.664401;-0.810633;-0.48451;1.16334;1.90256;1.41649;234.715;
60.8005;0.664483;-0.810584;-0.484749;1.16335;1.90276;1.41774;234.787;
60.8006;0.664564;-0.810536;-0.484988;1.16337;1.90295;1.41898;234.86;
60.8007;0.664645;-0.810487;-0.485227;1.16338;1.90314;1.42023;234.933;
60.8008;0.664726;-0.810439;-0.485466;1.1634;1.90333;1.42148;235.006;
60.8009;0.664807;-0.81039;-0.485705;1.16341;1.90353;1.42272;235.079;
60.801;0.664888;-0.810342;-0.485944;1.16343;1.90372;1.42397;235.151;
60.8011;0.664969;-0.810293;-0.486183;1.16345;1.90391;1.42522;235.224;
60.8012;0.66505;-0.810244;-0.486421;1.16346;1.9041;1.42646;235.297;
60.8013;0.665131;-0.810196;-0.48666;1.16348;1.9043;1.42771;235.37;
60.8014;0.665212;-0.810147;-0.486899;1.16349;1.90449;1.42896;235.442;
60.8015;0.665293;-0.810098;-0.487138;1.16351;1.90468;1.43021;235.515;
60.8016;0.665374;-0.81005;-0.487376;1.16353;1.90487;1.43145;235.588;
60.8017;0.665455;-0.810001;-0.487615;1.16354;1.90507;1.4327;235.66;
60.8018;0.665536;-0.809952;-0.487854;1.16356;1.90526;1.43395;235.733;
60.8019;0.665617;-0.809903;-0.488093;1.16358;1.90545;1.4352;235.806;
60.802;0.665698;-0.809854;-0.488331;1.16359;1.90565;1.43644;235.879;
60.8021;0.665779;-0.809806;-0.48857;1.16361;1.90584;1.43769;235.951;
60.8022;0.66586;-0.809757;-0.488809;1.16363;1.90603;1.43894;236.024;
60.8023;0.665941;-0.809708;-0.489047;1.16364;1.90623;1.44019;236.097;
60.8024;0.666022;-0.809659;-0.489286;1.16366;1.90642;1.44144;236.169;
60.8025;0.666103;-0.80961;-0.489525;1.16368;1.90661;1.44268;236.242;
60.8026;0.666184;-0.809561;-0.489763;1.16369;1.90681;1.44393;236.315;
60.8027;0.666265;-0.809512;-0.490002;1.16371;1.907;1.44518;236.387;
60.8028;0.666346;-0.809463;-0.49024;1.16373;1.9072;1.44643;236.46;
60.8029;0.666427;-0.809414;-0.490479;1.16374;1.90739;1.44768;236.533;
60.803;0.666508;-0.809365;-0.490717;1.16376;1.90759;1.44893;236.605;
60.8031;0.666588;-0.809316;-0.490956;1.16378;1.90778;1.45017;236.678;
60.8032;0.666669;-0.809267;-0.491195;1.1638;1.90797;1.45142;236.751;
60.8033;0.66675;-0.809217;-0.491433;1.16381;1.90817;1.45267;236.823;
60.8034;0.666831;-0.809168;-0.491672;1.16383;1.90836;1.45392;236.896;
60.8035;0.666912;-0.809119;-0.49191;1.16385;1.90856;1.45517;236.969;
60.8036;0.666993;-0.80907;-0.492148;1.16387;1.90875;1.45642;237.041;
60.8037;0.667074;-0.809021;-0.492387;1.16389;1.90895;1.45767;237.114;
60.8038;0.667155;-0.808971;-0.492625;1.1639;1.90914;1.45892;237.187;
60.8039;0.667236;-0.808922;-0.492864;1.16392;1.90934;1.46017;237.259;
60.804;0.667317;-0.808873;-0.493102;1.16394;1.90953;1.46142;237.332;
60.8041;0.667398;-0.808824;-0.493341;1.16396;1.90973;1.46266;237.404;
60.8042;0.667478;-0.808774;-0.493579;1.16398;1.90992;1.46391;237.477;
60.8043;0.667559;-0.808725;-0.493817;1.164;1.91012;1.46516;237.55;
60.8044;0.66764;-0.808675;-0.494056;1.16401;1.91031;1.46641;237.622;
60.8045;0.667721;-0.808626;-0.494294;1.16403;1.91051;1.46766;237.695;
60.8046;0.667802;-0.808577;-0.494532;1.16405;1.91071;1.46891;237.767;
60.8047;0.667883;-0.808527;-0.494771;1.16407;1.9109;1.47016;237.84;
60.8048;0.667964;-0.808478;-0.495009;1.16409;1.9111;1.47141;237.913;
60.8049;0.668045;-0.808428;-0.495247;1.16411;1.91129;1.47266;237.985;
60.805;0.668125;-0.808379;-0.495485;1.16413;1.91149;1.47391;238.058;
60.8051;0.668206;-0.808329;-0.495724;1.16415;1.91169;1.47516;238.13;
60.8052;0.668287;-0.808279;-0.495962;1.16416;1.91188;1.47641;238.203;
60.8053;0.668368;-0.80823;-0.4962;1.16418;1.91208;1.47766;238.275;
60.8054;0.668449;-0.80818;-0.496438;1.1642;1.91228;1.47891;238.348;
60.8055;0.66853;-0.808131;-0.496676;1.16422;1.91247;1.48016;238.42;
60.8056;0.66861;-0.808081;-0.496915;1.16424;1.91267;1.48141;238.493;
60.8057;0.668691;-0.808031;-0.497153;1.16426;1.91287;1.48267;238.566;
60.8058;0.668772;-0.807981;-0.497391;1.16428;1.91306;1.48392;238.638;
60.8059;0.668853;-0.807932;-0.497629;1.1643;1.91326;1.48517;238.711;
60.806;0.668934;-0.807882;-0.497867;1.16432;1.91346;1.48642;238.783;
60.8061;0.669014;-0.807832;-0.498105;1.16434;1.91365;1.48767;238.856;
60.8062;0.669095;-0.807782;-0.498343;1.16436;1.91385;1.48892;238.928;
60.8063;0.669176;-0.807732;-0.498581;1.16438;1.91405;1.49017;239.001;
60.8064;0.669257;-0.807683;-0.498819;1.1644;1.91425;1.49142;239.073;
60.8065;0.669337;-0.807633;-0.499058;1.16442;1.91444;1.49267;239.146;
60.8066;0.669418;-0.807583;-0.499296;1.16444;1.91464;1.49392;239.218;
60.8067;0.669499;-0.807533;-0.499534;1.16446;1.91484;1.49518;239.291;
60.8068;0.66958;-0.807483;-0.499772;1.16448;1.91504;1.49643;239.363;
60.8069;0.66966;-0.807433;-0.50001;1.1645;1.91523;1.49768;239.436;
60.807;0.669741;-0.807383;-0.500248;1.16452;1.91543;1.49893;239.508;
60.8071;0.669822;-0.807333;-0.500485;1.16454;1.91563;1.50018;239.581;
60.8072;0.669903;-0.807283;-0.500723;1.16456;1.91583;1.50143;239.653;
60.8073;0.669983;-0.807233;-0.500961;1.16459;1.91603;1.50269;239.726;
60.8074;0.670064;-0.807182;-0.501199;1.16461;1.91622;1.50394;239.798;
60.8075;0.670145;-0.807132;-0.501437;1.16463;1.91642;1.50519;239.871;
60.8076;0.670226;-0.807082;-0.501675;1.16465;1.91662;1.50644;239.943;
60.8077;0.670306;-0.807032;-0.501913;1.16467;1.91682;1.5077;240.016;
60.8078;0.670387;-0.806982;-0.502151;1.16469;1.91702;1.50895;240.088;
60.8079;0.670468;-0.806932;-0.502389;1.16471;1.91722;1.5102;240.16;
60.808;0.670548;-0.806881;-0.502626;1.16473;1.91742;1.51145;240.233;
60.8081;0.670629;-0.806831;-0.502864;1.16476;1.91762;1.5127;240.305;
60.8082;0.67071;-0.806781;-0.503102;1.16478;1.91781;1.51396;240.378;
60.8083;0.67079;-0.80673;-0.50334;1.1648;1.91801;1.51521;240.45;
60.8084;0.670871;-0.80668;-0.503577;1.16482;1.91821;1.51646;240.523;
60.8085;0.670952;-0.80663;-0.503815;1.16484;1.91841;1.51772;240.595;
60.8086;0.671032;-0.806579;-0.504053;1.16486;1.91861;1.51897;240.667;
60.8087;0.671113;-0.806529;-0.504291;1.16489;1.91881;1.52022;240.74;
60.8088;0.671194;-0.806478;-0.504528;1.16491;1.91901;1.52147;240.812;
60.8089;0.671274;-0.806428;-0.504766;1.16493;1.91921;1.52273;240.885;
60.809;0.671355;-0.806377;-0.505004;1.16495;1.91941;1.52398;240.957;
60.8091;0.671436;-0.806327;-0.505241;1.16497;1.91961;1.52523;241.029;
60.8092;0.671516;-0.806276;-0.505479;1.165;1.91981;1.52649;241.102;
60.8093;0.671597;-0.806226;-0.505717;1.16502;1.92001;1.52774;241.174;
60.8094;0.671678;-0.806175;-0.505954;1.16504;1.92021;1.52899;241.247;
60.8095;0.671758;-0.806125;-0.506192;1.16506;1.92041;1.53025;241.319;
60.8096;0.671839;-0.806074;-0.506429;1.16509;1.92061;1.5315;241.391;
60.8097;0.671919;-0.806023;-0.506667;1.16511;1.92081;1.53276;241.464;
60.8098;0.672;-0.805973;-0.506905;1.16513;1.92101;1.53401;241.536;
60.8099;0.672081;-0.805922;-0.507142;1.16516;1.92121;1.53526;241.608;
60.81;0.672161;-0.805871;-0.50738;1.16518;1.92141;1.53652;241.681;
60.8101;0.672242;-0.80582;-0.507617;1.1652;1.92162;1.53777;241.753;
60.8102;0.672322;-0.80577;-0.507855;1.16523;1.92182;1.53903;241.825;
60.8103;0.672403;-0.805719;-0.508092;1.16525;1.92202;1.54028;241.898;
60.8104;0.672484;-0.805668;-0.50833;1.16527;1.92222;1.54153;241.97;
60.8105;0.672564;-0.805617;-0.508567;1.1653;1.92242;1.54279;242.042;
60.8106;0.672645;-0.805566;-0.508804;1.16532;1.92262;1.54404;242.115;
60.8107;0.672725;-0.805515;-0.509042;1.16534;1.92282;1.5453;242.187;
60.8108;0.672806;-0.805465;-0.509279;1.16537;1.92302;1.54655;242.259;
60.8109;0.672886;-0.805414;-0.509517;1.16539;1.92323;1.54781;242.332;
60.811;0.672967;-0.805363;-0.509754;1.16541;1.92343;1.54906;242.404;
60.8111;0.673047;-0.805312;-0.509991;1.16544;1.92363;1.55032;242.476;
60.8112;0.673128;-0.805261;-0.510229;1.16546;1.92383;1.55157;242.549;
60.8113;0.673209;-0.80521;-0.510466;1.16549;1.92403;1.55283;242.621;
60.8114;0.673289;-0.805159;-0.510703;1.16551;1.92424;1.55408;242.693;
60.8115;0.67337;-0.805107;-0.510941;1.16553;1.92444;1.55534;242.765;
60.8116;0.67345;-0.805056;-0.511178;1.16556;1.92464;1.55659;242.838;
60.8117;0.673531;-0.805005;-0.511415;1.16558;1.92484;1.55785;242.91;
60.8118;0.673611;-0.804954;-0.511652;1.16561;1.92505;1.5591;242.982;
60.8119;0.673692;-0.804903;-0.51189;1.16563;1.92525;1.56036;243.054;
60.812;0.673772;-0.804852;-0.512127;1.16566;1.92545;1.56161;243.127;
60.8121;0.673853;-0.8048;-0.512364;1.16568;1.92565;1.56287;243.199;
60.8122;0.673933;-0.804749;-0.512601;1.16571;1.92586;1.56412;243.271;
60.8123;0.674014;-0.804698;-0.512838;1.16573;1.92606;1.56538;243.343;
60.8124;0.674094;-0.804647;-0.513076;1.16576;1.92626;1.56664;243.416;
60.8125;0.674174;-0.804595;-0.513313;1.16578;1.92647;1.56789;243.488;
60.8126;0.674255;-0.804544;-0.51355;1.16581;1.92667;1.56915;243.56;
60.8127;0.674335;-0.804493;-0.513787;1.16583;1.92687;1.5704;243.632;
60.8128;0.674416;-0.804441;-0.514024;1.16586;1.92708;1.57166;243.705;
60.8129;0.674496;-0.80439;-0.514261;1.16588;1.92728;1.57292;243.777;
60.813;0.674577;-0.804338;-0.514498;1.16591;1.92748;1.57417;243.849;
60.8131;0.674657;-0.804287;-0.514735;1.16593;1.92769;1.57543;243.921;
60.8132;0.674738;-0.804235;-0.514972;1.16596;1.92789;1.57669;243.993;
60.8133;0.674818;-0.804184;-0.515209;1.16598;1.92809;1.57794;244.066;
60.8134;0.674898;-0.804132;-0.515446;1.16601;1.9283;1.5792;244.138;
60.8135;0.674979;-0.804081;-0.515683;1.16604;1.9285;1.58046;244.21;
60.8136;0.675059;-0.804029;-0.51592;1.16606;1.92871;1.58171;244.282;
60.8137;0.67514;-0.803978;-0.516157;1.16609;1.92891;1.58297;244.354;
60.8138;0.67522;-0.803926;-0.516394;1.16611;1.92911;1.58423;244.427;
60.8139;0.6753;-0.803874;-0.516631;1.16614;1.92932;1.58548;244.499;
60.814;0.675381;-0.803823;-0.516868;1.16617;1.92952;1.58674;244.571;
60.8141;0.675461;-0.803771;-0.517105;1.16619;1.92973;1.588;244.643;
60.8142;0.675542;-0.803719;-0.517342;1.16622;1.92993;1.58925;244.715;
60.8143;0.675622;-0.803667;-0.517579;1.16625;1.93014;1.59051;244.787;
60.8144;0.675702;-0.803616;-0.517816;1.16627;1.93034;1.59177;244.859;
60.8145;0.675783;-0.803564;-0.518052;1.1663;1.93055;1.59303;244.932;
60.8146;0.675863;-0.803512;-0.518289;1.16633;1.93075;1.59428;245.004;
60.8147;0.675943;-0.80346;-0.518526;1.16635;1.93096;1.59554;245.076;
60.8148;0.676024;-0.803408;-0.518763;1.16638;1.93116;1.5968;245.148;
60.8149;0.676104;-0.803356;-0.519;1.16641;1.93137;1.59806;245.22;
60.815;0.676184;-0.803305;-0.519236;1.16643;1.93157;1.59931;245.292;
60.8151;0.676265;-0.803253;-0.519473;1.16646;1.93178;1.60057;245.364;
60.8152;0.676345;-0.803201;-0.51971;1.16649;1.93199;1.60183;245.436;
60.8153;0.676425;-0.803149;-0.519947;1.16652;1.93219;1.60309;245.509;
60.8154;0.676506;-0.803097;-0.520183;1.16654;1.9324;1.60435;245.581;
60.8155;0.676586;-0.803045;-0.52042;1.16657;1.9326;1.6056;245.653;
60.8156;0.676666;-0.802993;-0.520657;1.1666;1.93281;1.60686;245.725;
60.8157;0.676747;-0.80294;-0.520893;1.16663;1.93302;1.60812;245.797;
60.8158;0.676827;-0.802888;-0.52113;1.16665;1.93322;1.60938;245.869;
60.8159;0.676907;-0.802836;-0.521367;1.16668;1.93343;1.61064;245.941;
60.816;0.676988;-0.802784;-0.521603;1.16671;1.93363;1.6119;246.013;
60.8161;0.677068;-0.802732;-0.52184;1.16674;1.93384;1.61315;246.085;
60.8162;0.677148;-0.80268;-0.522076;1.16677;1.93405;1.61441;246.157;
60.8163;0.677228;-0.802628;-0.522313;1.16679;1.93425;1.61567;246.229;
60.8164;0.677309;-0.802575;-0.522549;1.16682;1.93446;1.61693;246.301;
60.8165;0.677389;-0.802523;-0.522786;1.16685;1.93467;1.61819;246.373;
60.8166;0.677469;-0.802471;-0.523023;1.16688;1.93488;1.61945;246.446;
60.8167;0.677549;-0.802418;-0.523259;1.16691;1.93508;1.62071;246.518;
60.8168;0.67763;-0.802366;-0.523496;1.16694;1.93529;1.62197;246.59;
60.8169;0.67771;-0.802314;-0.523732;1.16696;1.9355;1.62323;246.662;
60.817;0.67779;-0.802261;-0.523968;1.16699;1.9357;1.62449;246.734;
60.8171;0.67787;-0.802209;-0.524205;1.16702;1.93591;1.62574;246.806;
60.8172;0.677951;-0.802156;-0.524441;1.16705;1.93612;1.627;246.878;
60.8173;0.678031;-0.802104;-0.524678;1.16708;1.93633;1.62826;246.95;
60.8174;0.678111;-0.802051;-0.524914;1.16711;1.93653;1.62952;247.022;
60.8175;0.678191;-0.801999;-0.52515;1.16714;1.93674;1.63078;247.094;
60.8176;0.678271;-0.801946;-0.525387;1.16717;1.93695;1.63204;247.166;
60.8177;0.678352;-0.801894;-0.525623;1.1672;1.93716;1.6333;247.238;
60.8178;0.678432;-0.801841;-0.52586;1.16723;1.93737;1.63456;247.31;
60.8179;0.678512;-0.801789;-0.526096;1.16726;1.93758;1.63582;247.382;
60.818;0.678592;-0.801736;-0.526332;1.16729;1.93778;1.63708;247.454;
60.8181;0.678672;-0.801683;-0.526568;1.16731;1.93799;1.63834;247.526;
60.8182;0.678752;-0.801631;-0.526805;1.16734;1.9382;1.6396;247.598;
60.8183;0.678833;-0.801578;-0.527041;1.16737;1.93841;1.64086;247.67;
60.8184;0.678913;-0.801525;-0.527277;1.1674;1.93862;1.64212;247.742;
60.8185;0.678993;-0.801473;-0.527513;1.16743;1.93883;1.64338;247.813;
60.8186;0.679073;-0.80142;-0.52775;1.16746;1.93904;1.64464;247.885;
60.8187;0.679153;-0.801367;-0.527986;1.16749;1.93924;1.6459;247.957;
60.8188;0.679233;-0.801314;-0.528222;1.16752;1.93945;1.64716;248.029;
60.8189;0.679314;-0.801261;-0.528458;1.16755;1.93966;1.64843;248.101;
60.819;0.679394;-0.801209;-0.528694;1.16758;1.93987;1.64969;248.173;
60.8191;0.679474;-0.801156;-0.52893;1.16762;1.94008;1.65095;248.245;
60.8192;0.679554;-0.801103;-0.529167;1.16765;1.94029;1.65221;248.317;
60.8193;0.679634;-0.80105;-0.529403;1.16768;1.9405;1.65347;248.389;
60.8194;0.679714;-0.800997;-0.529639;1.16771;1.94071;1.65473;248.461;
60.8195;0.679794;-0.800944;-0.529875;1.16774;1.94092;1.65599;248.533;
60.8196;0.679874;-0.800891;-0.530111;1.16777;1.94113;1.65725;248.605;
60.8197;0.679954;-0.800838;-0.530347;1.1678;1.94134;1.65851;248.677;
60.8198;0.680034;-0.800785;-0.530583;1.16783;1.94155;1.65977;248.748;
60.8199;0.680115;-0.800732;-0.530819;1.16786;1.94176;1.66104;248.82;
60.82;0.680195;-0.800679;-0.531055;1.16789;1.94197;1.6623;248.892;
60.8201;0.680275;-0.800626;-0.531291;1.16792;1.94218;1.66356;248.964;
60.8202;0.680355;-0.800572;-0.531527;1.16796;1.94239;1.66482;249.036;
60.8203;0.680435;-0.800519;-0.531763;1.16799;1.9426;1.66608;249.108;
60.8204;0.680515;-0.800466;-0.531999;1.16802;1.94281;1.66734;249.18;
60.8205;0.680595;-0.800413;-0.532235;1.16805;1.94302;1.66861;249.252;
60.8206;0.680675;-0.80036;-0.532471;1.16808;1.94323;1.66987;249.323;
60.8207;0.680755;-0.800306;-0.532706;1.16811;1.94344;1.67113;249.395;
60.8208;0.680835;-0.800253;-0.532942;1.16815;1.94366;1.67239;249.467;
60.8209;0.680915;-0.8002;-0.533178;1.16818;1.94387;1.67365;249.539;
60.821;0.680995;-0.800146;-0.533414;1.16821;1.94408;1.67492;249.611;
60.8211;0.681075;-0.800093;-0.53365;1.16824;1.94429;1.67618;249.683;
60.8212;0.681155;-0.80004;-0.533886;1.16827;1.9445;1.67744;249.754;
60.8213;0.681235;-0.799986;-0.534121;1.16831;1.94471;1.6787;249.826;
60.8214;0.681315;-0.799933;-0.534357;1.16834;1.94492;1.67997;249.898;
60.8215;0.681395;-0.799879;-0.534593;1.16837;1.94514;1.68123;249.97;
60.8216;0.681475;-0.799826;-0.534829;1.1684;1.94535;1.68249;250.042;
60.8217;0.681555;-0.799772;-0.535064;1.16844;1.94556;1.68375;250.113;
60.8218;0.681635;-0.799719;-0.5353;1.16847;1.94577;1.68502;250.185;
60.8219;0.681715;-0.799665;-0.535536;1.1685;1.94598;1.68628;250.257;
60.822;0.681795;-0.799612;-0.535771;1.16853;1.94619;1.68754;250.329;
60.8221;0.681875;-0.799558;-0.536007;1.16857;1.94641;1.6888;250.401;
60.8222;0.681955;-0.799505;-0.536243;1.1686;1.94662;1.69007;250.472;
60.8223;0.682035;-0.799451;-0.536478;1.16863;1.94683;1.69133;250.544;
60.8224;0.682115;-0.799397;-0.536714;1.16867;1.94704;1.69259;250.616;
60.8225;0.682195;-0.799344;-0.53695;1.1687;1.94726;1.69386;250.688;
60.8226;0.682275;-0.79929;-0.537185;1.16873;1.94747;1.69512;250.759;
60.8227;0.682355;-0.799236;-0.537421;1.16877;1.94768;1.69638;250.831;
60.8228;0.682435;-0.799182;-0.537656;1.1688;1.9479;1.69765;250.903;
60.8229;0.682514;-0.799129;-0.537892;1.16883;1.94811;1.69891;250.975;
60.823;0.682594;-0.799075;-0.538127;1.16887;1.94832;1.70017;251.046;
60.8231;0.682674;-0.799021;-0.538363;1.1689;1.94853;1.70144;251.118;
60.8232;0.682754;-0.798967;-0.538598;1.16893;1.94875;1.7027;251.19;
60.8233;0.682834;-0.798913;-0.538834;1.16897;1.94896;1.70397;251.262;
60.8234;0.682914;-0.798859;-0.539069;1.169;1.94917;1.70523;251.333;
60.8235;0.682994;-0.798805;-0.539305;1.16904;1.94939;1.70649;251.405;
60.8236;0.683074;-0.798751;-0.53954;1.16907;1.9496;1.70776;251.477;
60.8237;0.683154;-0.798698;-0.539775;1.1691;1.94982;1.70902;251.549;
60.8238;0.683234;-0.798644;-0.540011;1.16914;1.95003;1.71029;251.62;
60.8239;0.683313;-0.79859;-0.540246;1.16917;1.95024;1.71155;251.692;
60.824;0.683393;-0.798535;-0.540482;1.16921;1.95046;1.71281;251.764;
60.8241;0.683473;-0.798481;-0.540717;1.16924;1.95067;1.71408;251.835;
60.8242;0.683553;-0.798427;-0.540952;1.16928;1.95089;1.71534;251.907;
60.8243;0.683633;-0.798373;-0.541188;1.16931;1.9511;1.71661;251.979;
60.8244;0.683713;-0.798319;-0.541423;1.16935;1.95131;1.71787;252.05;
60.8245;0.683792;-0.798265;-0.541658;1.16938;1.95153;1.71914;252.122;
60.8246;0.683872;-0.798211;-0.541893;1.16941;1.95174;1.7204;252.194;
60.8247;0.683952;-0.798157;-0.542129;1.16945;1.95196;1.72167;252.265;
60.8248;0.684032;-0.798102;-0.542364;1.16948;1.95217;1.72293;252.337;
60.8249;0.684112;-0.798048;-0.542599;1.16952;1.95239;1.7242;252.409;
60.825;0.684192;-0.797994;-0.542834;1.16956;1.9526;1.72546;252.48;
60.8251;0.684271;-0.797939;-0.54307;1.16959;1.95282;1.72673;252.552;
60.8252;0.684351;-0.797885;-0.543305;1.16963;1.95303;1.72799;252.624;
60.8253;0.684431;-0.797831;-0.54354;1.16966;1.95325;1.72926;252.695;
60.8254;0.684511;-0.797776;-0.543775;1.1697;1.95346;1.73052;252.767;
60.8255;0.684591;-0.797722;-0.54401;1.16973;1.95368;1.73179;252.838;
60.8256;0.68467;-0.797668;-0.544245;1.16977;1.95389;1.73305;252.91;
60.8257;0.68475;-0.797613;-0.54448;1.1698;1.95411;1.73432;252.982;
60.8258;0.68483;-0.797559;-0.544715;1.16984;1.95433;1.73558;253.053;
60.8259;0.68491;-0.797504;-0.54495;1.16988;1.95454;1.73685;253.125;
60.826;0.684989;-0.79745;-0.545185;1.16991;1.95476;1.73811;253.196;
60.8261;0.685069;-0.797395;-0.54542;1.16995;1.95497;1.73938;253.268;
60.8262;0.685149;-0.797341;-0.545655;1.16998;1.95519;1.74065;253.34;
