x;u(x);du(x);ddu(x);p(x);q(x);f(x);fc(x)
61.5375;0.999782;0.0253429;-1.47292;2.98897;3.70297;8.03679;535.784;
61.5376;0.999779;0.0254902;-1.47291;2.9893;3.70278;8.03667;535.782;
61.5377;0.999777;0.0256375;-1.4729;2.98964;3.70258;8.03655;535.78;
61.5378;0.999774;0.0257848;-1.47289;2.98997;3.70239;8.03642;535.778;
61.5379;0.999772;0.0259321;-1.47289;2.9903;3.7022;8.0363;535.775;
61.538;0.999769;0.0260794;-1.47288;2.99064;3.702;8.03618;535.773;
61.5381;0.999767;0.0262267;-1.47287;2.99097;3.70181;8.03606;535.771;
61.5382;0.999764;0.026374;-1.47286;2.99131;3.70161;8.03594;535.768;
61.5383;0.999761;0.0265213;-1.47286;2.99164;3.70142;8.03581;535.766;
61.5384;0.999759;0.0266686;-1.47285;2.99197;3.70122;8.03569;535.763;
61.5385;0.999756;0.0268159;-1.47284;2.99231;3.70103;8.03557;535.761;
61.5386;0.999753;0.0269632;-1.47283;2.99264;3.70083;8.03544;535.759;
61.5387;0.999751;0.0271105;-1.47282;2.99297;3.70064;8.03532;535.756;
61.5388;0.999748;0.0272578;-1.47282;2.99331;3.70044;8.03519;535.754;
61.5389;0.999745;0.027405;-1.47281;2.99364;3.70025;8.03507;535.751;
61.539;0.999742;0.0275523;-1.4728;2.99397;3.70005;8.03495;535.749;
61.5391;0.99974;0.0276996;-1.47279;2.99431;3.69985;8.03482;535.746;
61.5392;0.999737;0.0278469;-1.47278;2.99464;3.69966;8.03469;535.744;
61.5393;0.999734;0.0279942;-1.47278;2.99497;3.69946;8.03457;535.741;
61.5394;0.999731;0.0281415;-1.47277;2.99531;3.69927;8.03444;535.739;
61.5395;0.999728;0.0282888;-1.47276;2.99564;3.69907;8.03432;535.736;
61.5396;0.999726;0.028436;-1.47275;2.99597;3.69887;8.03419;535.734;
61.5397;0.999723;0.0285833;-1.47274;2.99631;3.69868;8.03406;535.731;
61.5398;0.99972;0.0287306;-1.47273;2.99664;3.69848;8.03394;535.729;
61.5399;0.999717;0.0288779;-1.47272;2.99697;3.69828;8.03381;535.726;
61.54;0.999714;0.0290252;-1.47272;2.99731;3.69808;8.03368;535.723;
61.5401;0.999711;0.0291724;-1.47271;2.99764;3.69789;8.03355;535.721;
61.5402;0.999708;0.0293197;-1.4727;2.99797;3.69769;8.03342;535.718;
61.5403;0.999705;0.029467;-1.47269;2.99831;3.69749;8.03329;535.716;
61.5404;0.999702;0.0296143;-1.47268;2.99864;3.69729;8.03317;535.713;
61.5405;0.999699;0.0297616;-1.47267;2.99897;3.69709;8.03304;535.71;
61.5406;0.999696;0.0299088;-1.47266;2.99931;3.6969;8.03291;535.708;
61.5407;0.999693;0.0300561;-1.47266;2.99964;3.6967;8.03278;535.705;
61.5408;0.99969;0.0302034;-1.47265;2.99997;3.6965;8.03265;535.702;
61.5409;0.999687;0.0303506;-1.47264;3.0003;3.6963;8.03252;535.7;
61.541;0.999684;0.0304979;-1.47263;3.00064;3.6961;8.03239;535.697;
61.5411;0.999681;0.0306452;-1.47262;3.00097;3.6959;8.03225;535.694;
61.5412;0.999678;0.0307925;-1.47261;3.0013;3.6957;8.03212;535.691;
61.5413;0.999675;0.0309397;-1.4726;3.00164;3.6955;8.03199;535.688;
61.5414;0.999672;0.031087;-1.47259;3.00197;3.6953;8.03186;535.686;
61.5415;0.999669;0.0312343;-1.47258;3.0023;3.6951;8.03173;535.683;
61.5416;0.999666;0.0313815;-1.47257;3.00263;3.6949;8.0316;535.68;
61.5417;0.999663;0.0315288;-1.47256;3.00297;3.6947;8.03146;535.677;
61.5418;0.999659;0.0316761;-1.47256;3.0033;3.6945;8.03133;535.674;
61.5419;0.999656;0.0318233;-1.47255;3.00363;3.6943;8.0312;535.672;
61.542;0.999653;0.0319706;-1.47254;3.00396;3.6941;8.03106;535.669;
61.5421;0.99965;0.0321178;-1.47253;3.0043;3.6939;8.03093;535.666;
61.5422;0.999647;0.0322651;-1.47252;3.00463;3.6937;8.03079;535.663;
61.5423;0.999643;0.0324124;-1.47251;3.00496;3.6935;8.03066;535.66;
61.5424;0.99964;0.0325596;-1.4725;3.00529;3.6933;8.03052;535.657;
61.5425;0.999637;0.0327069;-1.47249;3.00563;3.6931;8.03039;535.654;
61.5426;0.999634;0.0328541;-1.47248;3.00596;3.6929;8.03025;535.651;
61.5427;0.99963;0.0330014;-1.47247;3.00629;3.69269;8.03012;535.648;
61.5428;0.999627;0.0331486;-1.47246;3.00662;3.69249;8.02998;535.645;
61.5429;0.999624;0.0332959;-1.47245;3.00696;3.69229;8.02985;535.642;
61.543;0.99962;0.0334432;-1.47244;3.00729;3.69209;8.02971;535.639;
61.5431;0.999617;0.0335904;-1.47243;3.00762;3.69189;8.02957;535.636;
61.5432;0.999614;0.0337377;-1.47242;3.00795;3.69168;8.02944;535.633;
61.5433;0.99961;0.0338849;-1.47241;3.00829;3.69148;8.0293;535.63;
61.5434;0.999607;0.0340322;-1.4724;3.00862;3.69128;8.02916;535.627;
61.5435;0.999603;0.0341794;-1.47239;3.00895;3.69108;8.02902;535.624;
61.5436;0.9996;0.0343266;-1.47238;3.00928;3.69087;8.02888;535.621;
61.5437;0.999597;0.0344739;-1.47237;3.00961;3.69067;8.02875;535.618;
61.5438;0.999593;0.0346211;-1.47236;3.00995;3.69047;8.02861;535.615;
61.5439;0.99959;0.0347684;-1.47235;3.01028;3.69026;8.02847;535.612;
61.544;0.999586;0.0349156;-1.47234;3.01061;3.69006;8.02833;535.609;
61.5441;0.999583;0.0350629;-1.47233;3.01094;3.68986;8.02819;535.606;
61.5442;0.999579;0.0352101;-1.47232;3.01127;3.68965;8.02805;535.602;
61.5443;0.999576;0.0353573;-1.47231;3.01161;3.68945;8.02791;535.599;
61.5444;0.999572;0.0355046;-1.4723;3.01194;3.68924;8.02777;535.596;
61.5445;0.999569;0.0356518;-1.47229;3.01227;3.68904;8.02763;535.593;
61.5446;0.999565;0.0357991;-1.47228;3.0126;3.68883;8.02749;535.59;
61.5447;0.999561;0.0359463;-1.47227;3.01293;3.68863;8.02734;535.586;
61.5448;0.999558;0.0360935;-1.47226;3.01326;3.68842;8.0272;535.583;
61.5449;0.999554;0.0362408;-1.47225;3.0136;3.68822;8.02706;535.58;
61.545;0.999551;0.036388;-1.47223;3.01393;3.68801;8.02692;535.577;
61.5451;0.999547;0.0365352;-1.47222;3.01426;3.68781;8.02678;535.573;
61.5452;0.999543;0.0366825;-1.47221;3.01459;3.6876;8.02663;535.57;
61.5453;0.99954;0.0368297;-1.4722;3.01492;3.6874;8.02649;535.567;
61.5454;0.999536;0.0369769;-1.47219;3.01525;3.68719;8.02635;535.564;
61.5455;0.999532;0.0371241;-1.47218;3.01559;3.68699;8.0262;535.56;
61.5456;0.999528;0.0372714;-1.47217;3.01592;3.68678;8.02606;535.557;
61.5457;0.999525;0.0374186;-1.47216;3.01625;3.68657;8.02591;535.553;
61.5458;0.999521;0.0375658;-1.47215;3.01658;3.68637;8.02577;535.55;
61.5459;0.999517;0.037713;-1.47214;3.01691;3.68616;8.02562;535.547;
61.546;0.999513;0.0378603;-1.47213;3.01724;3.68595;8.02548;535.543;
61.5461;0.99951;0.0380075;-1.47211;3.01757;3.68575;8.02533;535.54;
61.5462;0.999506;0.0381547;-1.4721;3.01791;3.68554;8.02519;535.537;
61.5463;0.999502;0.0383019;-1.47209;3.01824;3.68533;8.02504;535.533;
61.5464;0.999498;0.0384491;-1.47208;3.01857;3.68513;8.0249;535.53;
61.5465;0.999494;0.0385963;-1.47207;3.0189;3.68492;8.02475;535.526;
61.5466;0.99949;0.0387436;-1.47206;3.01923;3.68471;8.0246;535.523;
61.5467;0.999487;0.0388908;-1.47205;3.01956;3.6845;8.02446;535.519;
61.5468;0.999483;0.039038;-1.47203;3.01989;3.6843;8.02431;535.516;
61.5469;0.999479;0.0391852;-1.47202;3.02022;3.68409;8.02416;535.512;
61.547;0.999475;0.0393324;-1.47201;3.02055;3.68388;8.02401;535.509;
61.5471;0.999471;0.0394796;-1.472;3.02089;3.68367;8.02386;535.505;
61.5472;0.999467;0.0396268;-1.47199;3.02122;3.68346;8.02372;535.502;
61.5473;0.999463;0.039774;-1.47198;3.02155;3.68325;8.02357;535.498;
61.5474;0.999459;0.0399212;-1.47196;3.02188;3.68305;8.02342;535.494;
61.5475;0.999455;0.0400684;-1.47195;3.02221;3.68284;8.02327;535.491;
61.5476;0.999451;0.0402156;-1.47194;3.02254;3.68263;8.02312;535.487;
61.5477;0.999447;0.0403628;-1.47193;3.02287;3.68242;8.02297;535.484;
61.5478;0.999443;0.04051;-1.47192;3.0232;3.68221;8.02282;535.48;
61.5479;0.999439;0.0406572;-1.47191;3.02353;3.682;8.02267;535.476;
61.548;0.999435;0.0408044;-1.47189;3.02386;3.68179;8.02252;535.473;
61.5481;0.999431;0.0409516;-1.47188;3.02419;3.68158;8.02237;535.469;
61.5482;0.999427;0.0410988;-1.47187;3.02452;3.68137;8.02221;535.465;
61.5483;0.999422;0.041246;-1.47186;3.02486;3.68116;8.02206;535.462;
61.5484;0.999418;0.0413932;-1.47184;3.02519;3.68095;8.02191;535.458;
61.5485;0.999414;0.0415404;-1.47183;3.02552;3.68074;8.02176;535.454;
61.5486;0.99941;0.0416876;-1.47182;3.02585;3.68053;8.02161;535.451;
61.5487;0.999406;0.0418348;-1.47181;3.02618;3.68032;8.02145;535.447;
61.5488;0.999402;0.041982;-1.4718;3.02651;3.68011;8.0213;535.443;
61.5489;0.999397;0.0421292;-1.47178;3.02684;3.6799;8.02115;535.439;
61.549;0.999393;0.0422763;-1.47177;3.02717;3.67968;8.02099;535.435;
61.5491;0.999389;0.0424235;-1.47176;3.0275;3.67947;8.02084;535.432;
61.5492;0.999385;0.0425707;-1.47175;3.02783;3.67926;8.02068;535.428;
61.5493;0.99938;0.0427179;-1.47173;3.02816;3.67905;8.02053;535.424;
61.5494;0.999376;0.0428651;-1.47172;3.02849;3.67884;8.02037;535.42;
61.5495;0.999372;0.0430123;-1.47171;3.02882;3.67863;8.02022;535.416;
61.5496;0.999368;0.0431594;-1.4717;3.02915;3.67841;8.02006;535.412;
61.5497;0.999363;0.0433066;-1.47168;3.02948;3.6782;8.01991;535.409;
61.5498;0.999359;0.0434538;-1.47167;3.02981;3.67799;8.01975;535.405;
61.5499;0.999355;0.043601;-1.47166;3.03014;3.67778;8.0196;535.401;
61.55;0.99935;0.0437481;-1.47164;3.03047;3.67756;8.01944;535.397;
61.5501;0.999346;0.0438953;-1.47163;3.0308;3.67735;8.01928;535.393;
61.5502;0.999341;0.0440425;-1.47162;3.03113;3.67714;8.01913;535.389;
61.5503;0.999337;0.0441896;-1.47161;3.03146;3.67693;8.01897;535.385;
61.5504;0.999333;0.0443368;-1.47159;3.03179;3.67671;8.01881;535.381;
61.5505;0.999328;0.044484;-1.47158;3.03212;3.6765;8.01865;535.377;
61.5506;0.999324;0.0446311;-1.47157;3.03245;3.67629;8.01849;535.373;
61.5507;0.999319;0.0447783;-1.47155;3.03278;3.67607;8.01834;535.369;
61.5508;0.999315;0.0449255;-1.47154;3.03311;3.67586;8.01818;535.365;
61.5509;0.99931;0.0450726;-1.47153;3.03344;3.67564;8.01802;535.361;
61.551;0.999306;0.0452198;-1.47151;3.03377;3.67543;8.01786;535.357;
61.5511;0.999301;0.045367;-1.4715;3.0341;3.67522;8.0177;535.353;
61.5512;0.999297;0.0455141;-1.47149;3.03443;3.675;8.01754;535.349;
61.5513;0.999292;0.0456613;-1.47147;3.03476;3.67479;8.01738;535.345;
61.5514;0.999287;0.0458084;-1.47146;3.03509;3.67457;8.01722;535.341;
61.5515;0.999283;0.0459556;-1.47145;3.03542;3.67436;8.01706;535.336;
61.5516;0.999278;0.0461027;-1.47143;3.03575;3.67414;8.0169;535.332;
61.5517;0.999274;0.0462499;-1.47142;3.03608;3.67393;8.01674;535.328;
61.5518;0.999269;0.046397;-1.4714;3.03641;3.67371;8.01657;535.324;
61.5519;0.999264;0.0465442;-1.47139;3.03674;3.6735;8.01641;535.32;
61.552;0.99926;0.0466913;-1.47138;3.03707;3.67328;8.01625;535.316;
61.5521;0.999255;0.0468385;-1.47136;3.0374;3.67307;8.01609;535.311;
61.5522;0.99925;0.0469856;-1.47135;3.03773;3.67285;8.01593;535.307;
61.5523;0.999246;0.0471328;-1.47134;3.03806;3.67263;8.01576;535.303;
61.5524;0.999241;0.0472799;-1.47132;3.03838;3.67242;8.0156;535.299;
61.5525;0.999236;0.047427;-1.47131;3.03871;3.6722;8.01544;535.295;
61.5526;0.999231;0.0475742;-1.47129;3.03904;3.67198;8.01527;535.29;
61.5527;0.999227;0.0477213;-1.47128;3.03937;3.67177;8.01511;535.286;
61.5528;0.999222;0.0478684;-1.47127;3.0397;3.67155;8.01494;535.282;
61.5529;0.999217;0.0480156;-1.47125;3.04003;3.67133;8.01478;535.277;
61.553;0.999212;0.0481627;-1.47124;3.04036;3.67112;8.01461;535.273;
61.5531;0.999207;0.0483098;-1.47122;3.04069;3.6709;8.01445;535.269;
61.5532;0.999203;0.048457;-1.47121;3.04102;3.67068;8.01428;535.264;
61.5533;0.999198;0.0486041;-1.47119;3.04135;3.67046;8.01412;535.26;
61.5534;0.999193;0.0487512;-1.47118;3.04168;3.67025;8.01395;535.256;
61.5535;0.999188;0.0488984;-1.47117;3.042;3.67003;8.01379;535.251;
61.5536;0.999183;0.0490455;-1.47115;3.04233;3.66981;8.01362;535.247;
61.5537;0.999178;0.0491926;-1.47114;3.04266;3.66959;8.01345;535.242;
61.5538;0.999173;0.0493397;-1.47112;3.04299;3.66938;8.01329;535.238;
61.5539;0.999168;0.0494868;-1.47111;3.04332;3.66916;8.01312;535.234;
61.554;0.999163;0.049634;-1.47109;3.04365;3.66894;8.01295;535.229;
61.5541;0.999158;0.0497811;-1.47108;3.04398;3.66872;8.01278;535.225;
61.5542;0.999153;0.0499282;-1.47106;3.04431;3.6685;8.01261;535.22;
61.5543;0.999148;0.0500753;-1.47105;3.04464;3.66828;8.01245;535.216;
61.5544;0.999143;0.0502224;-1.47103;3.04496;3.66806;8.01228;535.211;
61.5545;0.999138;0.0503695;-1.47102;3.04529;3.66784;8.01211;535.207;
61.5546;0.999133;0.0505166;-1.471;3.04562;3.66762;8.01194;535.202;
61.5547;0.999128;0.0506637;-1.47099;3.04595;3.6674;8.01177;535.198;
61.5548;0.999123;0.0508108;-1.47098;3.04628;3.66718;8.0116;535.193;
61.5549;0.999118;0.050958;-1.47096;3.04661;3.66696;8.01143;535.189;
61.555;0.999113;0.0511051;-1.47095;3.04694;3.66675;8.01126;535.184;
61.5551;0.999108;0.0512522;-1.47093;3.04726;3.66652;8.01109;535.179;
61.5552;0.999103;0.0513993;-1.47091;3.04759;3.6663;8.01092;535.175;
61.5553;0.999098;0.0515464;-1.4709;3.04792;3.66608;8.01075;535.17;
61.5554;0.999092;0.0516935;-1.47088;3.04825;3.66586;8.01058;535.165;
61.5555;0.999087;0.0518405;-1.47087;3.04858;3.66564;8.0104;535.161;
61.5556;0.999082;0.0519876;-1.47085;3.04891;3.66542;8.01023;535.156;
61.5557;0.999077;0.0521347;-1.47084;3.04923;3.6652;8.01006;535.151;
61.5558;0.999072;0.0522818;-1.47082;3.04956;3.66498;8.00989;535.147;
61.5559;0.999066;0.0524289;-1.47081;3.04989;3.66476;8.00971;535.142;
61.556;0.999061;0.052576;-1.47079;3.05022;3.66454;8.00954;535.137;
61.5561;0.999056;0.0527231;-1.47078;3.05055;3.66432;8.00937;535.133;
61.5562;0.999051;0.0528702;-1.47076;3.05087;3.66409;8.00919;535.128;
61.5563;0.999045;0.0530173;-1.47075;3.0512;3.66387;8.00902;535.123;
61.5564;0.99904;0.0531643;-1.47073;3.05153;3.66365;8.00885;535.118;
61.5565;0.999035;0.0533114;-1.47071;3.05186;3.66343;8.00867;535.114;
61.5566;0.999029;0.0534585;-1.4707;3.05219;3.66321;8.0085;535.109;
61.5567;0.999024;0.0536056;-1.47068;3.05251;3.66298;8.00832;535.104;
61.5568;0.999019;0.0537527;-1.47067;3.05284;3.66276;8.00815;535.099;
61.5569;0.999013;0.0538997;-1.47065;3.05317;3.66254;8.00797;535.094;
61.557;0.999008;0.0540468;-1.47064;3.0535;3.66232;8.00779;535.09;
61.5571;0.999002;0.0541939;-1.47062;3.05383;3.66209;8.00762;535.085;
61.5572;0.998997;0.0543409;-1.4706;3.05415;3.66187;8.00744;535.08;
61.5573;0.998992;0.054488;-1.47059;3.05448;3.66165;8.00727;535.075;
61.5574;0.998986;0.0546351;-1.47057;3.05481;3.66142;8.00709;535.07;
61.5575;0.998981;0.0547821;-1.47055;3.05514;3.6612;8.00691;535.065;
61.5576;0.998975;0.0549292;-1.47054;3.05546;3.66098;8.00673;535.06;
61.5577;0.99897;0.0550763;-1.47052;3.05579;3.66075;8.00656;535.055;
61.5578;0.998964;0.0552233;-1.47051;3.05612;3.66053;8.00638;535.05;
61.5579;0.998959;0.0553704;-1.47049;3.05645;3.6603;8.0062;535.045;
61.558;0.998953;0.0555174;-1.47047;3.05677;3.66008;8.00602;535.04;
61.5581;0.998948;0.0556645;-1.47046;3.0571;3.65986;8.00584;535.035;
61.5582;0.998942;0.0558115;-1.47044;3.05743;3.65963;8.00566;535.03;
61.5583;0.998936;0.0559586;-1.47042;3.05776;3.65941;8.00548;535.025;
61.5584;0.998931;0.0561056;-1.47041;3.05808;3.65918;8.0053;535.02;
61.5585;0.998925;0.0562527;-1.47039;3.05841;3.65896;8.00512;535.015;
61.5586;0.998919;0.0563997;-1.47037;3.05874;3.65873;8.00494;535.01;
61.5587;0.998914;0.0565468;-1.47036;3.05907;3.65851;8.00476;535.005;
61.5588;0.998908;0.0566938;-1.47034;3.05939;3.65828;8.00458;535;
61.5589;0.998903;0.0568409;-1.47032;3.05972;3.65805;8.0044;534.995;
61.559;0.998897;0.0569879;-1.47031;3.06005;3.65783;8.00422;534.99;
61.5591;0.998891;0.0571349;-1.47029;3.06037;3.6576;8.00404;534.985;
61.5592;0.998885;0.057282;-1.47027;3.0607;3.65738;8.00386;534.98;
61.5593;0.99888;0.057429;-1.47026;3.06103;3.65715;8.00368;534.974;
61.5594;0.998874;0.057576;-1.47024;3.06136;3.65693;8.00349;534.969;
61.5595;0.998868;0.0577231;-1.47022;3.06168;3.6567;8.00331;534.964;
61.5596;0.998862;0.0578701;-1.47021;3.06201;3.65647;8.00313;534.959;
61.5597;0.998857;0.0580171;-1.47019;3.06234;3.65625;8.00294;534.954;
61.5598;0.998851;0.0581642;-1.47017;3.06266;3.65602;8.00276;534.949;
61.5599;0.998845;0.0583112;-1.47016;3.06299;3.65579;8.00258;534.943;
61.56;0.998839;0.0584582;-1.47014;3.06332;3.65556;8.00239;534.938;
61.5601;0.998833;0.0586052;-1.47012;3.06364;3.65534;8.00221;534.933;
61.5602;0.998827;0.0587522;-1.4701;3.06397;3.65511;8.00203;534.928;
61.5603;0.998821;0.0588993;-1.47009;3.0643;3.65488;8.00184;534.922;
61.5604;0.998816;0.0590463;-1.47007;3.06462;3.65466;8.00166;534.917;
61.5605;0.99881;0.0591933;-1.47005;3.06495;3.65443;8.00147;534.912;
61.5606;0.998804;0.0593403;-1.47003;3.06528;3.6542;8.00128;534.906;
61.5607;0.998798;0.0594873;-1.47002;3.0656;3.65397;8.0011;534.901;
61.5608;0.998792;0.0596343;-1.47;3.06593;3.65374;8.00091;534.896;
61.5609;0.998786;0.0597813;-1.46998;3.06626;3.65351;8.00073;534.89;
61.561;0.99878;0.0599283;-1.46996;3.06658;3.65329;8.00054;534.885;
61.5611;0.998774;0.0600753;-1.46995;3.06691;3.65306;8.00035;534.88;
61.5612;0.998768;0.0602223;-1.46993;3.06724;3.65283;8.00017;534.874;
61.5613;0.998762;0.0603693;-1.46991;3.06756;3.6526;7.99998;534.869;
61.5614;0.998756;0.0605163;-1.46989;3.06789;3.65237;7.99979;534.863;
61.5615;0.99875;0.0606633;-1.46987;3.06822;3.65214;7.9996;534.858;
61.5616;0.998744;0.0608103;-1.46986;3.06854;3.65191;7.99941;534.852;
61.5617;0.998738;0.0609573;-1.46984;3.06887;3.65168;7.99923;534.847;
61.5618;0.998731;0.0611043;-1.46982;3.06919;3.65145;7.99904;534.841;
61.5619;0.998725;0.0612513;-1.4698;3.06952;3.65122;7.99885;534.836;
61.562;0.998719;0.0613983;-1.46978;3.06985;3.65099;7.99866;534.83;
61.5621;0.998713;0.0615453;-1.46977;3.07017;3.65076;7.99847;534.825;
61.5622;0.998707;0.0616923;-1.46975;3.0705;3.65053;7.99828;534.819;
61.5623;0.998701;0.0618392;-1.46973;3.07082;3.6503;7.99809;534.814;
61.5624;0.998695;0.0619862;-1.46971;3.07115;3.65007;7.9979;534.808;
61.5625;0.998688;0.0621332;-1.46969;3.07148;3.64984;7.99771;534.803;
61.5626;0.998682;0.0622802;-1.46968;3.0718;3.64961;7.99752;534.797;
61.5627;0.998676;0.0624272;-1.46966;3.07213;3.64938;7.99733;534.792;
61.5628;0.99867;0.0625741;-1.46964;3.07245;3.64915;7.99714;534.786;
61.5629;0.998663;0.0627211;-1.46962;3.07278;3.64892;7.99694;534.78;
61.563;0.998657;0.0628681;-1.4696;3.07311;3.64869;7.99675;534.775;
61.5631;0.998651;0.063015;-1.46958;3.07343;3.64846;7.99656;534.769;
61.5632;0.998644;0.063162;-1.46956;3.07376;3.64823;7.99637;534.763;
61.5633;0.998638;0.063309;-1.46955;3.07408;3.64799;7.99617;534.758;
61.5634;0.998632;0.0634559;-1.46953;3.07441;3.64776;7.99598;534.752;
61.5635;0.998625;0.0636029;-1.46951;3.07473;3.64753;7.99579;534.746;
61.5636;0.998619;0.0637498;-1.46949;3.07506;3.6473;7.99559;534.741;
61.5637;0.998613;0.0638968;-1.46947;3.07539;3.64707;7.9954;534.735;
61.5638;0.998606;0.0640438;-1.46945;3.07571;3.64683;7.99521;534.729;
61.5639;0.9986;0.0641907;-1.46943;3.07604;3.6466;7.99501;534.723;
61.564;0.998593;0.0643377;-1.46941;3.07636;3.64637;7.99482;534.718;
61.5641;0.998587;0.0644846;-1.46939;3.07669;3.64614;7.99462;534.712;
61.5642;0.998581;0.0646316;-1.46938;3.07701;3.6459;7.99443;534.706;
61.5643;0.998574;0.0647785;-1.46936;3.07734;3.64567;7.99423;534.7;
61.5644;0.998568;0.0649254;-1.46934;3.07766;3.64544;7.99404;534.694;
61.5645;0.998561;0.0650724;-1.46932;3.07799;3.6452;7.99384;534.689;
61.5646;0.998555;0.0652193;-1.4693;3.07831;3.64497;7.99365;534.683;
61.5647;0.998548;0.0653663;-1.46928;3.07864;3.64474;7.99345;534.677;
61.5648;0.998542;0.0655132;-1.46926;3.07896;3.6445;7.99325;534.671;
61.5649;0.998535;0.0656601;-1.46924;3.07929;3.64427;7.99306;534.665;
61.565;0.998528;0.0658071;-1.46922;3.07961;3.64403;7.99286;534.659;
61.5651;0.998522;0.065954;-1.4692;3.07994;3.6438;7.99266;534.653;
61.5652;0.998515;0.0661009;-1.46918;3.08026;3.64357;7.99246;534.647;
61.5653;0.998509;0.0662478;-1.46916;3.08059;3.64333;7.99227;534.641;
61.5654;0.998502;0.0663948;-1.46914;3.08091;3.6431;7.99207;534.635;
61.5655;0.998495;0.0665417;-1.46912;3.08124;3.64286;7.99187;534.629;
61.5656;0.998489;0.0666886;-1.46911;3.08156;3.64263;7.99167;534.623;
61.5657;0.998482;0.0668355;-1.46909;3.08189;3.64239;7.99147;534.617;
61.5658;0.998475;0.0669824;-1.46907;3.08221;3.64216;7.99127;534.611;
61.5659;0.998469;0.0671293;-1.46905;3.08254;3.64192;7.99107;534.605;
61.566;0.998462;0.0672763;-1.46903;3.08286;3.64169;7.99087;534.599;
61.5661;0.998455;0.0674232;-1.46901;3.08319;3.64145;7.99067;534.593;
61.5662;0.998448;0.0675701;-1.46899;3.08351;3.64122;7.99047;534.587;
61.5663;0.998442;0.067717;-1.46897;3.08384;3.64098;7.99027;534.581;
61.5664;0.998435;0.0678639;-1.46895;3.08416;3.64075;7.99007;534.575;
61.5665;0.998428;0.0680108;-1.46893;3.08449;3.64051;7.98987;534.569;
61.5666;0.998421;0.0681577;-1.46891;3.08481;3.64027;7.98967;534.563;
61.5667;0.998414;0.0683046;-1.46889;3.08513;3.64004;7.98947;534.557;
61.5668;0.998408;0.0684515;-1.46887;3.08546;3.6398;7.98926;534.551;
61.5669;0.998401;0.0685984;-1.46885;3.08578;3.63956;7.98906;534.545;
61.567;0.998394;0.0687453;-1.46883;3.08611;3.63933;7.98886;534.538;
61.5671;0.998387;0.0688922;-1.46881;3.08643;3.63909;7.98866;534.532;
61.5672;0.99838;0.069039;-1.46879;3.08676;3.63885;7.98845;534.526;
61.5673;0.998373;0.0691859;-1.46876;3.08708;3.63862;7.98825;534.52;
61.5674;0.998366;0.0693328;-1.46874;3.08741;3.63838;7.98805;534.514;
61.5675;0.998359;0.0694797;-1.46872;3.08773;3.63814;7.98784;534.507;
61.5676;0.998352;0.0696266;-1.4687;3.08805;3.6379;7.98764;534.501;
61.5677;0.998345;0.0697735;-1.46868;3.08838;3.63767;7.98744;534.495;
61.5678;0.998338;0.0699203;-1.46866;3.0887;3.63743;7.98723;534.489;
61.5679;0.998331;0.0700672;-1.46864;3.08903;3.63719;7.98703;534.482;
61.568;0.998324;0.0702141;-1.46862;3.08935;3.63695;7.98682;534.476;
61.5681;0.998317;0.0703609;-1.4686;3.08967;3.63672;7.98662;534.47;
61.5682;0.99831;0.0705078;-1.46858;3.09;3.63648;7.98641;534.463;
61.5683;0.998303;0.0706547;-1.46856;3.09032;3.63624;7.98621;534.457;
61.5684;0.998296;0.0708015;-1.46854;3.09065;3.636;7.986;534.451;
61.5685;0.998289;0.0709484;-1.46852;3.09097;3.63576;7.98579;534.444;
61.5686;0.998282;0.0710953;-1.4685;3.09129;3.63552;7.98559;534.438;
61.5687;0.998275;0.0712421;-1.46847;3.09162;3.63528;7.98538;534.432;
61.5688;0.998268;0.071389;-1.46845;3.09194;3.63504;7.98517;534.425;
61.5689;0.998261;0.0715358;-1.46843;3.09226;3.63481;7.98497;534.419;
61.569;0.998253;0.0716827;-1.46841;3.09259;3.63457;7.98476;534.412;
61.5691;0.998246;0.0718295;-1.46839;3.09291;3.63433;7.98455;534.406;
61.5692;0.998239;0.0719764;-1.46837;3.09324;3.63409;7.98434;534.399;
61.5693;0.998232;0.0721232;-1.46835;3.09356;3.63385;7.98413;534.393;
61.5694;0.998225;0.07227;-1.46833;3.09388;3.63361;7.98393;534.386;
61.5695;0.998217;0.0724169;-1.46831;3.09421;3.63337;7.98372;534.38;
61.5696;0.99821;0.0725637;-1.46828;3.09453;3.63313;7.98351;534.373;
61.5697;0.998203;0.0727106;-1.46826;3.09485;3.63289;7.9833;534.367;
61.5698;0.998196;0.0728574;-1.46824;3.09518;3.63265;7.98309;534.36;
61.5699;0.998188;0.0730042;-1.46822;3.0955;3.63241;7.98288;534.354;
61.57;0.998181;0.0731511;-1.4682;3.09582;3.63217;7.98267;534.347;
61.5701;0.998174;0.0732979;-1.46818;3.09615;3.63192;7.98246;534.341;
61.5702;0.998166;0.0734447;-1.46816;3.09647;3.63168;7.98225;534.334;
61.5703;0.998159;0.0735915;-1.46813;3.09679;3.63144;7.98204;534.328;
61.5704;0.998152;0.0737383;-1.46811;3.09712;3.6312;7.98183;534.321;
61.5705;0.998144;0.0738852;-1.46809;3.09744;3.63096;7.98161;534.314;
61.5706;0.998137;0.074032;-1.46807;3.09776;3.63072;7.9814;534.308;
61.5707;0.998129;0.0741788;-1.46805;3.09809;3.63048;7.98119;534.301;
61.5708;0.998122;0.0743256;-1.46802;3.09841;3.63024;7.98098;534.294;
